shortForm	longForm
SLPG / PTLD	syndrome lymphoproliferatif post-greffe, post transplant lymphoproliferative disorder
SLS	Shrinking lung syndrome,
SLS	Syndrome ventilatoire restrictif associe au lupus systemique
SLT	Syndrome de lyse tumorale
SM	Short-term memory,
SM	Memoire a court terme
SMA	syndrome d'albright-McCune
SMAS	Superficial musculoaponevrotic system,
SMAS	Systeme musculo-aponevrotique superficiel du visage
SMC	Syndromes myastheniques congenitaux
SMD-EB	syndrome myelo-dysplasique avec exces de blastes
SMD / MDS	syndrome myelodysplasique, myelodysplastic syndrome
SME	sujets en mort encephalique
SME	stimulation musculaire electrique
SMet / MetS	Syndrome metabolique / Metabolic syndrome
SMG	splenomegalie
SMILE	Dexamethasone - Methotrexate - Ifosfamide - L-asparaginase - Etoposide
SMIR	service de medecine interne et de rehabilitation
SML	Syndrome de Morel-Lavallee
SMM	Smouldering multiple myeloma,
SMM	Myelome asymptomatique
SMOB	Swiss society for the study of Morbid Obesity and metabolic disorders,
SMOB	Evaluation des dossiers candidats a la chirurgie bariatrique
SMP	syndrome myelo-proliferatif
SMPR	service de medecine de premier recours
SMR	service medical rendu
SMS / SPS / SHR	Stiff-man syndrome / stiff-person syndrome,
SMS / SPS / SHR	Syndrome de l'homme raide
SNA	systeme nerveux autonome
SNAC	scaphoid non-union advanced collapse, pseudarthrose du scaphoide
SNC	systeme nerveux central
SNG	sonde naso-gastrique
SNIP / PIMAX	Sniff nasal inspiratory pressure,
SNIP / PIMAX	Pression inspiratoire maximale mesuree a la bouche
SNM	skin and nipple sparing mastectomy, mastectomie avec conservation de l'etui cutane et de la plaque areolo-mammelonnaire
SNO	support nutritionnel oral
SNP	Syndrome neurologique paraneoplasique
SNP	Secretions naso-pharyngees
SNP	systeme nerveux peripherique
SNRI / IRSN / IRSNa	Serotonin-norepinephrine reuptake inhibitor,
SNRI / IRSN / IRSNa	Inhibiteur de recapture de la serotonine-Noradrenaline
SNV / ENS	syndrome du nez vide, empty nose syndrome
SOB / BSO	salpingo-ovariectomie bilaterale, bilateral salpingo-oophorectomy
SOD	Selective oropharyngeal decontamination, Decontamination selective oropharyngee
SOEE	syndrome de l'orbite apres enucleation ou evisceration
SOFA	sepsis-related / sequential organ failure assessment, evaluation de defaillance organique du sepsis
SOH	Syndrome d'obesite-hypoventilation
SON-R	Snidjers-Oomen non-verbal intelligence test,
SON-R	Test d'intelligence non-verbal de Snidjers-Oomen
SOPK	syndrome des ovaires polykystiques (syndrome de Stein-Leventhall)
SOR	surface de l'orifice regurgitant (insuffisance aortique)
SOS	syndrome d'obstruction sinusoidale, sinusoidal obstruction syndrome
SP / EA	status post, etat apres
SPA	spondylarthrite ankylosante
SPAD	single pass albumin dialysis, systeme de dialyse hepatique
SPAM	Syndrome de la pince aorto-mesenterique = Syndrome de Wilkie
SPB	syndrome pseudo-bulbaire, paralysie pseudo-bulbaire
SPBB	Short physical performance battery,
SPBB	Score d'evaluation de performance sur 3 criteres : equilibre, test de marche et lever de chaise (echelle de 0 a 12)
SPE	nerf sciatique poplite externe
SPE	structures postero-externes (poplite + capsule postero-externe)
SPE / SPI	sciatique poplite externe/interne
SPECT / TEMP	Single photon emission computed tomography,
SPECT / TEMP	Tomographie par emission monophonique
SPECT / TEMP	single photon emission computed tomography, tomographie d'emission monophotonique (scintigraphie myocardique)
SPGRDC	syndrome polymalformatif genetique a risque de developper un cancer
SPH	syndrome pulmonaire a hantavirus
SPI	structures postero-internes (ligament post. oblique + capsule postero-interne)
SPIC	sclerectomie profonde avec implant de collagene
SPK	simultaneous pancreas-kidney transplantation, greffe simultanee pancreas-rein
SPMi	service de protection des mineurs
SPN	syndrome paraneoplasique
SPNP	sclerectomie profonde non perforante
SPO	Smith-Petersen osteotomy,
SPO	Osteotomie de Smith-Petersen
SPO	Spondylodese
SPO / POS	Syndrome psycho-organique,psycho
SPO / POS	Psycho-organic syndrome
SPP	Syndrome post-poliomyelitique
SPPB	Short physical performance battery,
SPPB	Score pour bilan de chutes : muscles, marche et equilibre
SPUPD	syndrome polyuro-polydipsique
SPW	syndrome de Prader-Willi
SR	sustained release, liberation prolongee de substance active (non secable)
SRAA	systeme renine-angiotensine-aldosterone
SRAS	syndrome respiratoire aigu severe
SRDC	syndrome regional douloureux complexe (dystrophie sympathique reflexe ou algoneurodystrophie)
SRE / RES	Systeme reticulo-endothelial,
SRE / RES	Reticulo-endothelial system
SREAT	Steroid responsive encephalopathy associated with autoimmune thyroiditis, encephalopathie d'Hashimoto
SRH / RHS	Systeme reticulo-histiocytaire,
SRH / RHS	Reticulo-histiocytic system
SRI	syndrome de renutrition inappropriee
SRIS	syndrome de reponse inflammatoire systemique
SRO	sels de rehydratation orale
SRVG	silastic ring vertical gastroplasty, gastroplastie par agrafage (selon Mason)
SS	Syndrome de Sezary
SS	Syndrome de Susac
SSC	sous (sub) scapulaire
SSED	Societe suisse pour l'etude de la douleur
SSI	Serum sale isotonique
SSi / RSOS / FIT	Sang dans les selles immunologique (test), Recherche de sang occulte dans les selles,
SSi / RSOS / FIT	Fecal imminochemical test
SSIPM	Swiss society for interventional pain management,
SSIPM	Societe suisse pour le traitement interventionnel de la douleur
SSIR	Simple room - Simple room - Inhibited - Rate-adaptive,
SSIR	Simple chambre (stimulation) - Simple chambre (detection) - Inhibe - Adaptateur de frequence
SSM	Skin sparing mastectomy,
SSM	Mastectomie avec preservation cutanee
SSMI	Societe suisse de medecine intensive
SSPI	salle de surveillance post-interventionnelle
SSPO	salle de surveillance post-operatoire
SSPT / PTSD	syndrome de stress post-traumatique, post traumatic stress disorder
SSR	soins de suite et de readaptation
SSRI	Selective serotonin reuptake inhibitor,
SSRI	Inhibiteurs selectifs du recaptage de la serotonine
SSSS	staphylococcal scalded skin syndrome, syndrome d'epidermolyse staphylococcique aigu ou syndrome de Ritter-Leyell
SST / GHIH / SRIF	Somatostatine,
SST / GHIH / SRIF	Growth hormone-inhibiting hormone,
SST / GHIH / SRIF	Somatotropin release-inhibiting factor
SSW	syndrome de Sturge-Weber, angiome plan sur la face, ou frontal, parfois accompagne de troubles oculaires ou neurologique
STARAC	Ataxie cerebelleuse chronique sporadique tardive
STARR	Stapled trans anal rectal resection, Resection rectale transanale par agrafage
STB	Sclerose tubereuse de Bourneville
STC	syndrome du tunnel carpien
STEC / VTEC	Shiga-toxin-producing Escherichia Coli / Verotoxin-Producing Escherichia Coli,
STEC / VTEC	Escherichia coli producteurs de Shiga-toxines (Shiga-like toxines) / Verotoxines (ancienne denomination)
STEMI	ST elevation myocardial infarction, infarctus du myocarde avec elevation de segment ST
STEP	Serial transversal enteroplasty,
STEP	Enteroplastie transverse serielle
Sti VD	stimulation ventriculaire droite programmee
STIC	Serous tubal intraepithelial carcinoma,
STIC	Carcinome sereux in situ du revetement epithelial tubaire
STIT	Syndrome du tractus ilio-tibial
STMC	Soins therapeutiques et mobilisateurs complementaires
STN	subthalamic nucleus, noyau subthalamique
STOVAS	Syndrome de toux d'origine des voies aeriennes superieures
STRATIFY JCV	outil d'evaluation pour scerose en plaques
STT	scapho-trapezo-trapezoidien
STT / TTTS	syndrome transfuseur-transfuse, twin-to-twin transfusion syndrome
STUMP	stromal tumors uncertain malignant potential, tumeur stromale a potentiel malin incertain (endometre ou prostate)
STX	Saxitoxine
SU	Stroke Unit,
SU	Unite des accidents vasculaires cerebraux
SU	sonde urinaire
SUAD	sonde urinaire a domicile
SUHMS	Swiss underwater and hypergaric medical society,
SUHMS	Societe suisse de medecine de la plongee et medecine hyperbare
SUSR / SRUS	Syndrome de l'ulcere solitaire du rectum,
SUSR / SRUS	Solitary rectal ulcer syndrome
SUV	standardized uptake value, valeur de fixation normalisee (medecine nucleaire)
SV	sonde vesicale
SVCR	Syndrome de vasoconstriction cerebrale reversible
SVLC	sondage vesical au long cours
SVO	sonde veineuse ombilicale
SWAN	Star-weighted angiography,
SWAN	Angiographie de susceptibilite magnetique (reconstruction a partir des donnees IRM)
SWETZ	straight wire excision of transformation zone, conisation a la pointe fine electrique de zone de transformation
SWI	Susceptibility-weighted imaging,
SWI	Imagerie de susceptibilite magnetique (reconstruction a partir des donnees IRM)
SWL	shockwave lithotripsy, lithotripsie par onde de choc
SWW	syndrome de Walker-Warburg
SZE	syndrome de Zollinger-Ellison
T1 / MIT	Monoiodotyrosine (liaison un iode et tyrosine)
T2 / DIT	Diiodotyrosine, liaison de 2 iodes et tyrosine
T3	Triiodothyronine (hormone thyroidienne)
T4	Thyroxine ou tetraiodothyronine (hormone thyroidienne)
TA	tension arterielle
TAB	Typhoide A et B (vaccin)
TABC	Tronc arteriel brachio-cephalique
TAC/FA	tachy-arythmie complete par fibrillation auriculaire
TACE	transarterial chemoembolization, chimioembolisation transarterielle
TACI	total anterior circulation infarction, infarctus cerebral anterieur total
TACO	transfusion-associated cardiac overload, oedeme pulmonaire transfusionnel de surcharge
TAFRO	Thrombocytopenie-anasarque-Fievre-Insuffisance renale-Organomegalie
TAGT	mesure : distance tuberosite anterieure- gorge trochleenne (femur, luxation genou)
TAH	total artificial heart, coeur artificiel
TAM	tension arterielle moyenne
TAP	Test for attentional performance,
TAP	Evaluation de la capacite d'attention
TAP	Thoraco-abdomino-pelvien
TAPP	Transabdominal pre-peritoneal
TAPS	twin anemia polycythemia sequence, sequence anemie-polycythemie (grossesse gemellaire monochoriale)
TAPVR / RVPAT	Total anomalous pulmonary venous return,
TAPVR / RVPAT	Retour veineux pulmonaire anormal total
TAR	Transversus abdominis muscle release,
TAR	Liberation du muscle transverse abdominal
TAR	traitement antiretroviral
TARE	transarterial radioembolization, radioembolisation transarterielle
TARPSY	Structure tarifaire de psychiatrie
TAS	tension arterielle systolique
TAT	turn around time, temps entre prelevement et resultat
TAVI	transcatheter aortic valve implantation, implantation de valve aortique par catheterisme
TAVR	transcatheter aortic valve replacement, remplacement percutane de la valve aortique par catheter
tb	Tuberculose
tb	trouble
TB	Tuberculose
TB	trouble
TBC	tronc brachio-cephalique
TBG	thyroxine-binding globulin, Globuline se liant a la thyroxine
TBI	total body irratiation, irradiation corporelle totale
TBI /PGO	toe brachial index, pression gros orteil
TBI / TCC	traumatic brain injury, traumatisme cranien
TBL	Tumeur de Buschke Lowenstein
TBRF	tick-borne relapsing fever,
TBRF	fievre recurrente a tiques (borreliose)
TBSA	Total body surface area,
TBSA	Surface totale brulee (pourcentage)
TC	traumatisme cranien
TCA	trouble du comportement alimentaire
TCA / PTT / APTT	temps de cephaline activee, partial thromboplastin time, activated partial thromboplastin time
TCC	traumatisme cranio-cerebral
TCG	troubles craniens graves
TCI	Target-controlled infusion, perfusion a concentration cible
TCK	temps de cephaline kaolin
TCM	Transcutaneous monitoring,
TCM	Monitorage transcutane
TCMH	Teneur corpusculaire moyenne en hemoglobine
tcpO	mesure transcutanee de la pression en oxygene
TCSH	transplantation de cellules souches hematopoietiques
TCSP / RBD	Troubles du comportement en sommeil paradoxal,
TCSP / RBD	REM-sleep behavior disorder
TD	Terme depasse
TDA	Test direct a l'antiglobuline
TDA / H	trouble deficitaire de l'attention, avec ou sans hyperactivite
TDAH / ADHD	Trouble de deficit l'attention, avec ou sans hyperactivite,
TDAH / ADHD	Attention deficit hyperactivity disorder
tDCS	transcranial direct current stimulation, stimulation transcranienne a courant continu
TDI	Trouble du developpement intellectuel
TDL	Toxic dose level,
TDL	Niveau de dose toxique
TDL	Thoracic duct lymph,
TDL	Lymphe du canal thoracique
TDL	Trouble du developpement du langage
TDL	Tumefactive demyelinating lesion,
TDL	Lesion demyelinisante pseudo-tumorale
TDM	Tomodensitometrie
TDM 6	Test de marche de 6 mn
TDR	test de diagnostic rapide
TEA	thrombo-endariectomie
TEC	transfert d'embryon congele
TECAB	Totally endoscopic coronary artery bypass, telemanipulateur robot
TED	trouble envahissant du developpement
TEDD	toux, expectorations, douleur, dyspnee
TEG	trouble de l'etat general
TEM	trans-endoscopic-microsurgery, chirurgie transanale
TEMP/SPECT	tomographie a emission mono-photonique, single photon emission computed tomography
TEN	toxic epidermal necrolysis, necrolyse epidermique toxique (syndrome de Stevens Johnson)
TENS	Transcutaneous electric nerve stimulator,
TENS	Stimulateur electrique transcutane
TEOAE / t-EOE	transient-evoked otoacoustic emissions, analyse temporelle des autoemissions acoustiques
TEP	Totally extraperitoneal,
TEP	Voie totalement extraperitoneale (laparoscopique)
TEP	tomographie par emission de positons
TET	transmission d'energie transcutanee, transcutaneous energy transfer
TEVAP	Transurethral electrovaporisation of prostate,
TEVAP	Electrovaporisation transuretrale de prostate
TFCC	triangular fibro cartilage complex, complexe fibrocartilagineux triangulaire (ligament entre cubitus et carpe)
TFL	tenseur du fascia lata (cuisse)
TFNA	trochanteric fixation nailing-advanced, fixation trochanterienne par clou en titane
TFNN	thrombopenie foetale et neonatale
TG	triglycerides
TGA / TGV	transposition of the great arteries, transposition des gros vaisseaux
TGEG	Tumeur germinale extra-gonadique
TGMH	teneur globulaire moyenne en hemoglobine
TGNS	Tumeur germinale non seminomateuse
TGO	transaminase glutamo oxaloacetique
TGP	transaminase glutamo pyruvique
TGS	Tumeur germinale seminomateuse
TGV / TGA	transposition des gros vaisseaux, transposition of the great arteries
TH	temps de Howell
THA	trypanosomiase humaine africaine
THADA	trouble d'hyperactivite avec deficit de l'attention
THD	transanal hemorrhoidal dearterialization,
THD	Desarterialisation hemorroidaire transanale (traitement mini-invasif d'hemorroides)
THE	tricho-hepato-enterique (diarrhee syndromique)
THM	Traitement hormonal
THO	Transplantation hepatique orthotopique
THS	traitement hormono-substitutif
TIC	tirage intercostal
TICI	Score thrombolysis in cerebral infarction,
TICI	Evaluation du succes de revascularisation lors d'infarctus cerebral (score de 0 a 3)
TID	ter in die, trois fois par jour
TIDN	Terminologie internationale de dietetique et de nutrition
TIH	thrombopenie induite par l'heparine
TIL / LIT	Tumor infiltrating lymphocytes,
TIL / LIT	Lymphocytes infiltrant la tumeur (therapie)
TILT	Tubal intraepithelial lesions in transition,
TILT	Lesions tubaires intraepitheliales en transition
TIO	Tension intra-oculaire
TIP	thrombocytopenie immune primaire
TIPMP / IPMT / IPMN	tumeur intracanalaire papillaire et mucineuse du pancreas, intraductal papillary mucinous tumors, intraductal papillary mucinous neplasm of pancreas
TIPSS	Transjugular intrahepatic portosystemic shunt,
TIPSS	Shunt porto-systemique intrahepatique par voie trans-jugulaire
TIV	Thrombolyse intraveineuse
TJ	turgescence jugulaire
TKI	Tyrosine kinase inhibitors,
TKI	Inhibiteurs de tyrosine kinase
TL	tire-lait
TLH	total laparoscopic hysterectomy, hysterectomie totale laparoscopique
TLIF	Transforaminal lumbar interbody fusion,
TLIF	Fusion de vertebres (arthrodese) lombaire transpediculaire (postero-laterale)
TM	tuberculose-maladie
TM	trou maculaire
TME	Troubles de la marche et de l'equilibre
TME	total mesorectal excision, excision totale du mesorectum
TMM	Test moteur minimal (score)
TMMM	Tumeur mullerienne mixte maligne de l'uterus
TMPT	thiopurine methyltransferase (enzyme)
Tn	troponine
TNDM	transient neonatal diabetes mellitus
TNE / NETs	Tumeurs neuro-endocrines,
TNE / NETs	Neuroendocrine tumors
TNEGI	Tumeurs neuroendocrines gastro-intestinales
TNEP / PanNETs / PNETs	Tumeurs neuro-endocrines pancreatiques,
TNEP / PanNETs / PNETs	Pancreatic neuroendocrine tumors
TNF	tumor necrosis factor, facteur de necrose tumorale
TNM	tumor-nodes-metastasis, classification internationale tumeur-noeuds (ganglions)-metastases (T0-T3, N0-N2, M0-M1)
TNP	nutrition parenterale totale i.v. : glucose + acides amines + mineraux + lipides, parfois vitamines, electrolytes et/ou oligo-elements (pas de sonde gastrique ni alimentation par voie buccale)
TNT	trinitrine
TNV	trouble neuro-vasculaire
TO	tension oculaire
TOAST	trial of org 10172 in acute stroke treatment, classification des accidents vasculaires cerebraux ischemiques (5)
TOC	Octreotide (marqueur)
TOC	trouble obsessionnel compulsif
TOF	time-of-flight (angiographie par resonance magnetique 2D ou 3D)
TOGD	transit oesogastroduodenal (radiographie)
TONE	Tilted optimized nonsaturating excitation,
TONE	angle d'excitation variable (angiographie par resonance magnetique 2D ou 3D)
TORCH	Toxoplasma gondii - Rubeole - Cytomegalovirus - Herpes simplex (bilan)
TORP	total ossicular reconstruction prosthesis, prothese totale de reconstruction des osselets (tympanoplastie III)
TOS / STTB	thoracic outlet syndrome, syndrome du defile thoraco-brachial ou traversee thoraco-brachiale
TOSCA	Capnographie transcutanee nocturne
TOSCA	Test of self-conscious affect,
TOSCA	Test des emotions reflexives
TOT	Trans obturator tape,
TOT	Bandelette transobturatrice ( suspension transvaginale pour incontinence urinaire)
TP	taux de prothrombine
TPA / PTA	Tissue plasminogen activator,
TPA / PTA	Activateur tissulaire du plasminogene = Thromboplastine plasmatique
TPD	Tracheotomie percutanee par dilatation (temporaire/permanente)
TPHA	treponema pallidum heamagglutination assay, dosage par hemagglutination de treponema pallidum
TPMT	Thiopurine-methyl-transferase (enzyme) : mesure de l'hemototoxicite de l'azathiprine
TPN / VAC	Traitement par pression negative (type pansement Pico)
TPN / VAC	Vacuum-assisted closure (cicatrisation par aspiration)
TPPS	Tumeurs pseudo papillaires et solides
TQ	temps de Quick
TR	toucher rectal
TRAb	TSH receptor antibody,
TRAb	Anticorps antirecepteurs de la TSH
TRAK	Anticorps anti-recepteurs de la TSH
TRALI	transfusion-related acute lung injury, syndrome de detresse respiratoire aigue post-tranfusionnelle
TRAM	Transverse rectus abdominal musculocutaneous flap,
TRAM	Lambeau musculo-cutane de grand droit de l'abdomen (reconstruction)
TRAP	twin reverse arterial perfusion
TRAPS	Tumor necrosis factor receptor - assoiated periodic syndrome,
TRAPS	Syndrome periodique associe au recepteur 1 du TNF
TRC	Temps de recoloration
TRC	Temps retino-cortical (enregistrement simultane ERG et EEG)
TRH	Thyrotropin-releasing hormone, Thyreoliberine
TRM	Treatment (transplant)-related mortality,
TRM	Mortalite toxique liee a une greffe
TRNAV / AVNRT	tachycardie de reentree nodale atrio-ventriculaire (supra-ventriculaire), atrioventricular nodal reentrant tachycardy
TRUS / ETR	transrectal ultrasound, echographie transrectale (pour prostate)
TRUS / TRUX-Bx	Transrectal ultrasound + biopsie, Ultrason transrectal + biopsie
TS	temps de saignement
TS / TA	tentative de suicide, tentative d'autolyse
TSA	Trouble du spectre de l'autisme
TSA	Troncs supra-aortiques
TSH	Thyroid stimulating hormone, Hormone thyreotrope
TSH/HRT	traitement substitutif hormonal, hormone replacement therapy
TSI	Thyroid stimulating immunoglobulin,
TSI	Anticorps stimulants antirecepteurs de la TSH
TSV	tachycardie supra-ventriculaire
Tt / ttt	traitement
TTA	tuberosite tibiale anterieure
TTC	Arthrodese tibio-talo-calcaneenne
TTFM	Transit time flow measurement,
TTFM	Mesure du debit en fonction de temps de transit (lors de pontages)
TTG	Tractus thyreoglosse
TTL	transthoracic lung biopsy, biopsie pulmonaire transthoracique
TTM / MTT	Temps de transit moyen (reseau capillaire cerebral),
TTM / MTT	Mean transit time
TTN	Transient tachypnea of the newborn, tachypnee transitoire du nourrisson
TTO	triple osteotomie du tibia
TTP	Time to peak,
TTP	Temps pour atteindre le pic de la courbe
TTP	Tronc tibio-peronier
TTR	Transthyretine, pre-albumine
TTRL	Teterelle
TTTS / FFTS / STT	twin-to-twin transfusion syndrome, syndrome transfuseur-transfuse
TTTS / FFTS / STT	feto-fetal transfusion syndrome, syndrome de transfusion foeto-foetal
TTX	Tetrodotoxine
TUBA	troubles urinaires du bas appareil
TUG	time up and go, test de mesure clinique de locomotion et equilibre
TUIP	transurethral incision of prostate, incision transuretrale de prostate (mini-invasive)
TULIP	Transurethral ultrasound-guided laser-induced prostatectomy,
TULIP	Prostatectomie transuretrale guidee par ultrasons et induite au laser
TULV	virus Tula (hantavirus)
TUMT	Transurethral microwave thermotherapy,
TUMT	Thermotherapie par micro-ondes de prostate
TUNA	Transurethral needle ablation of prostate (radiofrequency),
TUNA	Ablation transuretrale de tissu prostatique a l'aiguille (radiofrequence)
TURP / RTUP	Transurethral resection of prostate,
TURP / RTUP	Prostatectomie transuretrale de la prostate
TURV	resection trans-uretrale de la vessie
TV	Toucher vaginal
TV	tachycardie ventriculaire
TVBC	tronc veineux brachio-cephalique
TVC	tension veineuse centrale
TVL	Total vaginal length,
TVL	Longueur totale du vagin
TVM	thrombose veineuse musculaire
TVNS	Tachycardie ventriculaire non soutenue
TVO	trouble ventilatoire obstructif
TVP	thrombose veineuse profonde
TVPD / TVPP	thrombose veineuse profonde distale/proximale
TVR	trouble ventilatoire restrictif
TVS	thrombose veineuse superficielle
TVT	Tension-free vaginal tape,
TVT	Bande vaginale sans tension (suspension transvaginale pour  incontinence urinaire)
U-IMC	Unit-intermediate care,
U-IMC	Unite de soins intermediaires
UAA	Uveite anterieure aigue
UCR	uretrocystographie retrograde
UCSA	unite de consultation et de soins ambulatoires
UDH	Usual ductal hyperplasia,
UDH	Hyperplasie canalaire simple
UDI	utilisateur de drogue injectable
UDIV	utilisateur de drogue intraveineuse
UF	unite fonctionnelle prescriptrice
UFC	unite faisant colonie
UGD	ulcere gastroduodenal
UHCD	unite d'hospitalisation courte duree
UI	unite internationale
UIP / PID	Usual interstitial pneumonitis,
UIP / PID	Pneumopathie interstitielle diffuse
UITB	unite d'intervention et de therapie breve
UIV	urographie intraveineuse
ULD	ulnar longitudinal deficiency
UMASP	unite mobile d'accompagnement et de soins palliatifs
UMNL	upper motor neurone lesion, paralysie vesicale en cas de lesion supranucleaire
UOTS	unite d'orthopedie et de traumatologie du sport
UPA	Ulcere penetrant de l'aorte
UPA	Unite paquets-annees
UPAL / LAUP	uvulopalatoplastie assistee par laser, laser assisted uvulopalatoplasty
UPDRS	Unified Parkinson's disease rating scale,
UPDRS	Evaluation de la maladie de Parkinson
UPPP	uvulo-palato-pharyngoplastie
UPR	ureteropyelographie retrograde
URS	ureterorenoscopie
US	ultrason
USC	unite de surveillance continue
USEV	Echographie endovaginale
USgFUS	Ultrasound-guided high-intensity focused,
USgFUS	Focalisation haute intensite guidee par ultrasons
USI	Unite de soins intensifs
USS	universal spine system, systeme universel pour le rachis
UV	ultra-violets
UVV	uvolopalatoplastie
VAAFT	video-assisted anal fistula treatment, traitement video-assiste de la region anale (minimale invasive)
VAC	Vincristine - Actinocycine (dactinomycine) - Cyclophosphamide
VAC	Ventilation en volume assistee controlee
VAC / TPN	Vaccum-assisted closure (cicatrisation par aspiration),
VAC / TPN	Traitement par pression negative
VACI	Ventilation assistee controlee intermittente
VACTERL	Syndrome :
VACTERL	Vertebral defects, anal Atresia, Cardiac anomalies, Tracheoesophageal fistula, Esophageal atresia, Renal anomalies, Limb defects (radial agenesis)
VACTERL	Syndrome congenital polymalformatif :
VACTERL	Vertebres, Atresie anale, Cardiopathie congenitale, fistule Tracheo-Oesophagienne, troubles Renaux et malformation des membres
VAD	Ventricular assist devices,
VAD	Dispositif d'assistance ventriculaire
VADS	voies aerodigestives superieures
VAIN/NIVA	neoplasie intra-epitheliale vaginale
VAP	Vertical air pressure,
VAP	Minerve a traction gonflable (brevet VAP)
VAP	Ventilator associated pneumonia,
VAP	Pneumonie acquise par ventilation
VAS	video-arthroscopie du genou
VAS/VAES	voies aeriennes superieures
VAT	vaccination anti-tetanique
VATS	video-assisted thoracoscopic surgery, chirurgie par thoracoscopie video-assistee
VB	voie basse
VBEH	voies biliaies extra-hepatiques
VBG / GVC	Vertical banded gastroplasty,
VBG / GVC	Gastroplastie verticale calibree
VBI	vertebrobasilar insufficiency, syndrome vertebro-basilaire
VBIH / VBEH	Voies biliaires intra-hepatiques / extra-hepatiques
VBP	voie biliaire principale
VBR	Vertebral body replacement,
VBR	Remplacement de corps vertebral
VC ou Vt	volume courant
VCAT	vaccin contenant une anatoxine tetanique
VCE	Volume circulant efficace
VCE	version cephalique externe (foetus)
VCF	syndrome velo-cardio-facial (syndrome DiGeorge ou Shprintzen, deletion 22q11)
VCG	vectocardiogramme
VCN	Vitesse de conduction nerveuse (examen)
VCO	vaccins anticholeriques oraux
VCS	veine cave superieure
VCT / VLT	Variation a court/long terme
VCTETM	Vibration controlled tansient elastography,
VCTETM	Elastographie impulsionnelle a vibration controlee (fibroscan)
VD	ventricule droit
VDD	Ventricle - Ventricle + auricle - Ventricle + auricle,
VDD	Ventricule (stimulation) - Ventricule + oreillette (detection) - Ventricule + oreillette (mode de fonctionnement)
VDDI / DORV	ventricule droit a double issue, double outlet right ventricle
VDRL	veneral disease research laboratory, laboratoire de recherche sur la maladie venerienne
VEGF	vasoendothelial growth factor, facteur de croissance vaso (ou vasculo)-endothelial (proteine)
VEMS	volume expiratoire maximal par seconde (apres expiration maximale)
VenoBOLD	Venous blood oxygene level dependant sequence,
VenoBOLD	Sequence de susceptibilite magnetique (reconstruction d'images a partir de donnees IRM)
VEP / PEV	Visual-evoked potentials,
VEP / PEV	Potentiels evoques visuels (test)
VEPTR	vertical expandable prosthetic titanium rib, prothese expansible pour grosses deformations colonne vertebrale et cage thoracique
VER	volume expiratoire de reserve
VES	volume d'ejection systolique
VFA	vertebral fracture assessment, evaluation des fractures vertebrales
VG	ventricule gauche
VGDE	ventricule gauche a double entree
VGEF	Vascular endothelial growth factor, Facteur de croissance endothelial vasculaire
VGM	volume globulaire moyen
VGS	veine grande saphene
VGTD	ventricule gauche telediastolique
VH	voie haute (cesarienne)
VHA	virus de l'hepatite A
VHB	virus de l'hepatite B
VHC	virus de l'hepatite C
VHD	virus de l'hepatite D
VHE	virus de l'hepatite E
VHF	ventilation haute frequence
VHG	veine sus-hepatique gauche
vHIT	Video head impulse test,
vHIT	Evaluation reflexe vestibulo-oculaire et reponse des canaux
VHL	Maladie de Von Hippel Lindau
VI	ventilation invasive (intubation)
Vi-RADS	Vesical imaging - reporting and data system,
Vi-RADS	Systeme de rapports et donnees d'imagerie de la vessie (evaluation IRM avec score 1-5)
VIH	virus de l'immunodeficience humaine
VIM	Ventral intermediate nucleus,
VIM	Noyau ventral intermediaire du thalamus
VIN / NIV	Ventilation non invasive,
VIN / NIV	Non-invasive ventilation
VIP	vasoactive intestinal peptide,
VIP	peptide vasoactif intestinal
VISI	ventral intercalated segment instability, bascule posterieure du lunatum (instabilite ventrale)
VL	vraie lumiere (dans les dissections de vaisseaux)
VLBW	Very low birth weight,
VLBW	Tres petit poids de naissance
VLC	Vasculite (vascularite) leucocytoclasique
VLDL	Very low density lipoprotein,
VLDL	Lipoproteine de tres basse densite
VM	valve mitrale
VMAT	Volumetric modulated arc therapy,
VMAT	Irradiation avec modulation d'intensite volumetrique par arc-therapie
vMCJ	variante de la maladie de Creuztfeldt-Jakob
VMET / TBEV / MEVE	Virus de la meningoencephalite a tiques, Tick borne encephalitis virus, Meningo-encephalite verno-estivale
VMI	veine mesenterique inferieure
VML	volumetric muscle loss,
VML	mesure de perte de volume musculaire
VMO	Vaste medial oblique
VMS	veine mesenterique superieure
VMS	vitesse maximale systolique
VNG	Video nystagmographie
VNI	ventilation non invasive
vNOTES	Vaginal natural orifice transluminal endoscopic surgery,
vNOTES	Chirurgie endoscopique transluminale par l'orifice naturelle du vagin (transvaginale)
VNS	vagus nerve stimulation, stimulation neuro-vagale
VO	varices oesophagiennes (stade I, II ou III)
VO2max	consommation maximale d'oxygene (en l/min)
VOHF	ventilation oscillatoire a haute frequence
VP	Very preterm,
VP	Grand premature
VPG	veine portale gauche
VPH	virus du papillome humain
VPID	veine pulmonaire inferieure droite
VPIG	veine pulmonaire inferieure gauche
VPN	valeur predictive negative
VPP	vaporisation photo-selective de prostate
VPPB / BPPV/ BPPD	vertige paroxystique positionnel benin (ORL), benign paroxysmal positional vertigo
VPPC / PPC	ventilation en pression positive continue, Pression positive continue
VPSD	veine pulmonaire superieure droite
VPSG	veine pulmonaire superieure gauche
VR	volume residuel
